id,adresse IP,site,temps passé
718,138.62.210.254,X,174.7
719,138.62.210.254,Snapchat,291.0
720,172.196.248.23,Twitch,126.2
721,172.196.248.23,WhatsApp,333.7
722,172.196.248.23,Pinterest,84.1
723,191.118.40.17,Facebook Messenger,150.3
724,191.118.40.17,X,190.8
725,191.118.40.17,YouTube,502.7
726,203.28.33.218,WeChat,76.3
727,203.28.33.218,Facebook Messenger,148.4
728,203.28.33.218,QQ,37.7
729,203.28.33.218,Twitch,119.8
730,203.28.33.218,X,150.2
731,203.28.33.218,Pinterest,120.3
732,203.28.33.218,TikTok,429.6
733,203.28.33.218,WhatsApp,232.0
734,98.45.122.146,LinkedIn,137.6
735,98.45.122.146,Twitch,109.5
736,34.77.88.212,Facebook,157.4
737,34.77.88.212,YouTube,494.5
738,34.77.88.212,QQ,42.2
739,34.77.88.212,Snapchat,230.9
740,34.77.88.212,Pinterest,114.2
741,34.77.88.212,X,225.3
742,34.77.88.212,Facebook Messenger,222.2
743,232.208.140.227,TikTok,300.8
744,232.208.140.227,QQ,60.8
745,232.208.140.227,Pinterest,57.9
746,232.208.140.227,Facebook Messenger,205.1
747,175.249.123.156,WeChat,102.8
748,175.249.123.156,Facebook,174.3
749,175.249.123.156,YouTube,414.8
750,175.249.123.156,Twitch,103.8
751,175.249.123.156,X,158.3
752,175.249.123.156,TikTok,321.8
753,175.249.123.156,LinkedIn,156.3
754,175.249.123.156,Pinterest,82.0
755,111.64.73.189,X,135.5
756,111.64.73.189,Snapchat,302.3
757,111.64.73.189,Twitch,117.3
758,218.227.19.127,LinkedIn,192.5
759,80.152.244.79,Pinterest,73.5
760,80.152.244.79,TikTok,219.1
761,212.223.64.228,YouTube,463.0
762,212.223.64.228,Twitch,119.6
763,212.223.64.228,LinkedIn,97.4
764,212.223.64.228,X,178.3
765,212.223.64.228,Facebook,144.4
766,212.223.64.228,Facebook Messenger,115.3
767,212.223.64.228,TikTok,305.1
768,212.223.64.228,Instagram,249.8
769,134.65.84.158,WeChat,85.2
770,234.183.212.63,Snapchat,128.4
771,234.183.212.63,X,99.8
772,234.183.212.63,YouTube,548.1
773,234.183.212.63,Pinterest,124.6
774,234.183.212.63,QQ,34.7
775,112.31.200.200,WhatsApp,305.3
776,112.31.200.200,QQ,60.3
777,238.92.228.163,Twitch,77.3
778,238.92.228.163,Facebook,176.6
779,238.92.228.163,LinkedIn,135.3
780,238.92.228.163,Snapchat,218.7
781,238.92.228.163,TikTok,391.8
782,238.92.228.163,QQ,42.0
783,84.77.118.95,LinkedIn,150.7
784,84.77.118.95,Instagram,224.8
785,84.77.118.95,YouTube,363.0
786,84.77.118.95,TikTok,271.8
787,84.77.118.95,WhatsApp,177.7
788,84.77.118.95,Facebook,209.5
789,84.77.118.95,Facebook Messenger,232.4
790,161.153.159.208,X,140.2
791,161.153.159.208,WhatsApp,269.2
792,162.109.186.244,Facebook Messenger,144.6
793,162.109.186.244,WeChat,87.9
794,162.109.186.244,Instagram,156.0
795,162.109.186.244,LinkedIn,209.4
796,162.109.186.244,Twitch,93.2
797,162.109.186.244,WhatsApp,335.2
798,87.75.176.218,Twitch,65.2
799,87.75.176.218,Instagram,183.9
800,87.75.176.218,WeChat,103.5
801,87.75.176.218,WhatsApp,111.8
802,87.75.176.218,Snapchat,193.5
803,87.75.176.218,YouTube,756.7
804,87.75.176.218,Pinterest,128.3
805,133.73.113.25,YouTube,653.1
806,133.73.113.25,X,128.8
807,133.73.113.25,WhatsApp,249.8
808,133.73.113.25,Snapchat,263.5
809,133.73.113.25,QQ,20.7
810,133.73.113.25,Twitch,107.8
811,133.73.113.25,Pinterest,115.1
812,133.73.113.25,TikTok,226.7
813,69.27.38.195,Pinterest,101.3
814,69.27.38.195,Snapchat,244.3
815,69.27.38.195,Instagram,171.3
816,69.27.38.195,Facebook,83.9
817,69.27.38.195,YouTube,430.7
818,69.27.38.195,Facebook Messenger,107.5
819,69.27.38.195,WhatsApp,359.1
820,69.27.38.195,WeChat,82.8
821,149.9.232.54,TikTok,302.7
822,149.9.232.54,YouTube,385.3
823,149.9.232.54,WeChat,126.0
824,149.9.232.54,Instagram,247.8
825,37.248.229.160,Facebook,158.7
826,37.248.229.160,X,187.4
827,105.134.127.50,Snapchat,308.7
828,105.134.127.50,Facebook Messenger,87.4
829,105.134.127.50,X,176.0
830,243.219.167.251,Twitch,128.1
831,243.219.167.251,Snapchat,292.7
832,243.219.167.251,Pinterest,53.4
833,36.107.91.249,Instagram,288.4
834,36.107.91.249,QQ,71.5
835,36.107.91.249,Facebook,239.5
836,36.107.91.249,TikTok,223.8
837,36.107.91.249,X,176.2
838,36.107.91.249,Twitch,125.1
839,101.210.25.231,Snapchat,241.5
840,101.210.25.231,X,125.4
841,101.210.25.231,Facebook,190.2
842,101.210.25.231,LinkedIn,245.1
843,240.65.220.133,Snapchat,236.8
844,240.65.220.133,WeChat,122.3
845,240.65.220.133,Instagram,227.6
846,212.249.247.143,YouTube,423.3
847,212.249.247.143,Pinterest,135.2
848,212.249.247.143,TikTok,235.3
849,28.89.99.79,TikTok,392.0
850,28.89.99.79,Pinterest,47.4
851,28.89.99.79,WhatsApp,239.5
852,28.89.99.79,Snapchat,202.0
853,28.89.99.79,QQ,57.9
854,45.81.47.77,Snapchat,243.2
855,45.81.47.77,Facebook Messenger,175.1
856,45.81.47.77,Pinterest,87.1
857,45.81.47.77,X,126.6
858,45.81.47.77,Twitch,101.1
859,45.81.47.77,WhatsApp,296.6
860,132.54.74.206,Facebook Messenger,125.6
861,132.54.74.206,WhatsApp,135.2
862,132.54.74.206,Twitch,115.4
863,132.54.74.206,Snapchat,170.7
864,132.54.74.206,Pinterest,98.4
865,132.54.74.206,YouTube,608.6
866,212.195.169.236,QQ,38.5
867,212.195.169.236,YouTube,387.5
868,212.195.169.236,WhatsApp,284.7
869,212.195.169.236,TikTok,251.9
870,212.195.169.236,Pinterest,113.0
871,212.195.169.236,Facebook,138.3
872,87.125.238.209,WeChat,76.6
873,87.125.238.209,WhatsApp,370.5
874,87.125.238.209,QQ,51.0
875,87.125.238.209,YouTube,427.3
876,87.125.238.209,Twitch,81.9
877,87.125.238.209,Pinterest,85.4
878,87.125.238.209,Facebook,146.1
879,201.98.61.123,LinkedIn,192.8
880,201.98.61.123,YouTube,512.2
881,201.98.61.123,Pinterest,73.0
882,28.61.211.76,Pinterest,46.6
883,28.61.211.76,WhatsApp,314.6
884,28.61.211.76,Snapchat,221.8
885,28.61.211.76,Instagram,328.8
886,28.61.211.76,X,139.5
887,28.61.211.76,Facebook Messenger,148.9
888,28.61.211.76,LinkedIn,160.0
889,28.61.211.76,YouTube,601.5
890,232.84.182.104,TikTok,342.2
891,232.84.182.104,Pinterest,75.7
892,232.84.182.104,QQ,60.1
893,232.84.182.104,Snapchat,274.2
894,232.84.182.104,WeChat,68.1
895,201.121.64.204,Twitch,69.2
896,201.121.64.204,Facebook Messenger,132.0
897,201.121.64.204,WeChat,116.7
898,201.121.64.204,Instagram,216.8
899,201.121.64.204,Snapchat,372.0
900,201.121.64.204,Facebook,201.5
901,201.121.64.204,X,177.0
902,99.57.202.185,Twitch,146.8
903,99.57.202.185,Snapchat,299.2
904,99.57.202.185,TikTok,279.2
905,99.57.202.185,WhatsApp,205.3
906,99.57.202.185,WeChat,98.7
907,99.57.202.185,QQ,66.4
908,99.57.202.185,Facebook,202.9
909,99.57.202.185,LinkedIn,150.6
910,73.206.33.195,X,91.8
911,73.206.33.195,TikTok,452.3
912,73.206.33.195,WhatsApp,338.6
913,73.206.33.195,Twitch,126.2
914,73.206.33.195,Facebook Messenger,146.4
915,56.24.235.71,LinkedIn,184.0
916,56.24.235.71,Instagram,284.8
917,56.24.235.71,Snapchat,256.1
918,56.24.235.71,Facebook,231.2
919,56.24.235.71,Twitch,104.2
920,56.24.235.71,Facebook Messenger,146.3
921,56.24.235.71,QQ,55.3
922,56.24.235.71,WhatsApp,200.2
923,198.230.37.174,Facebook Messenger,115.3
924,198.230.37.174,LinkedIn,140.8
925,198.230.37.174,Instagram,321.0
926,198.230.37.174,QQ,56.1
927,198.230.37.174,TikTok,250.5
928,198.230.37.174,X,47.4
929,198.230.37.174,Pinterest,138.5
930,89.6.114.254,Facebook,146.3
931,89.6.114.254,WeChat,100.2
932,89.6.114.254,Pinterest,81.3
933,89.6.114.254,LinkedIn,237.9
934,89.6.114.254,X,129.3
935,89.6.114.254,QQ,45.7
936,57.82.168.8,WeChat,83.9
937,57.82.168.8,QQ,35.2
938,57.82.168.8,Snapchat,281.1
939,77.135.207.29,Instagram,229.5
940,77.135.207.29,YouTube,763.6
941,77.135.207.29,WeChat,33.8
942,77.135.207.29,Facebook,185.9
943,77.135.207.29,QQ,60.9
944,88.203.38.115,WhatsApp,224.0
945,219.64.119.30,Facebook,124.4
946,118.3.214.7,Pinterest,96.0
947,118.3.214.7,Twitch,61.5
948,118.3.214.7,YouTube,240.0
949,118.3.214.7,WeChat,106.8
950,118.3.214.7,X,157.1
951,118.3.214.7,Snapchat,186.5
952,118.3.214.7,WhatsApp,423.7
953,118.3.214.7,Facebook,140.5
954,113.17.116.127,X,116.9
955,113.17.116.127,Pinterest,104.5
956,113.17.116.127,Snapchat,191.7
957,113.17.116.127,Instagram,204.9
958,113.17.116.127,QQ,26.1
959,71.27.228.59,WeChat,95.5
960,71.27.228.59,LinkedIn,165.8
961,71.27.228.59,TikTok,369.1
962,229.137.255.243,Facebook Messenger,153.0
963,229.137.255.243,Snapchat,313.3
964,229.137.255.243,X,184.2
965,229.137.255.243,LinkedIn,136.9
966,229.179.129.231,WhatsApp,360.9
967,229.179.129.231,Snapchat,369.0
968,229.179.129.231,Pinterest,86.5
969,229.179.129.231,WeChat,70.6
970,67.217.47.64,TikTok,431.6
971,67.217.47.64,WhatsApp,275.8
972,179.96.42.198,WhatsApp,173.3
973,179.96.42.198,Facebook Messenger,125.1
974,179.96.42.198,X,123.5
975,179.96.42.198,YouTube,601.4
976,179.96.42.198,Instagram,274.4
977,179.96.42.198,WeChat,92.9
978,179.96.42.198,Facebook,169.4
979,179.96.42.198,TikTok,316.7
980,53.167.103.187,Facebook,215.7
981,53.167.103.187,Pinterest,104.1
982,53.167.103.187,Instagram,361.5
983,53.167.103.187,Facebook Messenger,116.2
984,53.167.103.187,WhatsApp,262.8
985,53.167.103.187,YouTube,470.4
986,6.53.86.16,X,228.3
987,201.170.225.222,Twitch,63.5
988,201.170.225.222,Instagram,270.6
989,85.36.60.132,Twitch,146.6
990,59.56.107.137,Facebook Messenger,190.1
991,59.56.107.137,Pinterest,94.1
992,59.56.107.137,WeChat,126.5
993,159.106.148.28,X,174.8
994,159.106.148.28,Pinterest,130.5
995,159.106.148.28,Facebook Messenger,165.9
996,251.79.2.86,Pinterest,114.7
997,251.79.2.86,Snapchat,267.0
998,251.79.2.86,YouTube,480.7
999,251.79.2.86,QQ,41.7
1000,251.79.2.86,WeChat,98.4
1001,251.79.2.86,Facebook,135.3
1002,9.225.199.238,LinkedIn,178.6
1003,9.225.199.238,YouTube,393.2
1004,9.225.199.238,Twitch,123.5
1005,9.225.199.238,Facebook Messenger,137.9
1006,9.225.199.238,WeChat,66.8
1007,9.225.199.238,Facebook,116.8
1008,240.127.73.125,Snapchat,239.9
1009,240.127.73.125,Facebook,163.9
1010,240.127.73.125,Facebook Messenger,105.2
1011,207.36.197.214,WhatsApp,181.9
1012,207.36.197.214,Pinterest,97.7
1013,207.36.197.214,Facebook,98.4
1014,207.36.197.214,Twitch,118.3
1015,207.36.197.214,Instagram,235.5
1016,207.36.197.214,LinkedIn,116.7
1017,207.36.197.214,TikTok,348.2
1018,207.36.197.214,YouTube,362.4
1019,134.28.227.73,Instagram,285.5
1020,134.28.227.73,YouTube,346.7
1021,82.232.9.225,Facebook Messenger,154.2
1022,82.232.9.225,Facebook,129.8
1023,82.232.9.225,X,154.0
1024,82.232.9.225,WeChat,83.1
1025,82.232.9.225,QQ,42.3
1026,48.47.144.114,WeChat,130.4
1027,48.47.144.114,Facebook Messenger,64.8
1028,48.47.144.114,Instagram,300.1
1029,48.47.144.114,X,116.1
1030,251.188.33.115,X,108.9
1031,251.188.33.115,WeChat,102.2
1032,251.188.33.115,Snapchat,354.5
1033,251.188.33.115,WhatsApp,479.4
1034,130.7.205.60,TikTok,245.4
1035,130.7.205.60,WhatsApp,258.9
1036,130.7.205.60,Facebook,119.8
1037,130.7.205.60,Pinterest,116.0
1038,130.7.205.60,Facebook Messenger,107.1
1039,130.7.205.60,YouTube,554.5
1040,130.7.205.60,WeChat,91.7
1041,85.139.23.21,Twitch,123.7
1042,85.139.23.21,Snapchat,271.7
1043,85.139.23.21,X,113.7
1044,85.139.23.21,Facebook,155.6
1045,85.139.23.21,Facebook Messenger,171.2
1046,85.139.23.21,TikTok,373.6
1047,85.139.23.21,YouTube,583.5
1048,85.139.23.21,WhatsApp,286.7
1049,102.160.86.54,Facebook,154.7
1050,102.160.86.54,QQ,87.6
1051,102.160.86.54,X,108.4
1052,102.160.86.54,Snapchat,217.7
1053,102.160.86.54,Instagram,245.9
1054,102.160.86.54,YouTube,261.0
1055,102.160.86.54,Pinterest,102.5
1056,131.4.59.48,WhatsApp,354.0
1057,131.4.59.48,YouTube,440.7
1058,236.138.153.185,WhatsApp,265.7
1059,236.138.153.185,Facebook,135.0
1060,72.158.91.134,QQ,73.0
1061,72.158.91.134,Pinterest,113.8
1062,72.158.91.134,Facebook,180.8
1063,72.158.91.134,TikTok,262.9
1064,72.158.91.134,Facebook Messenger,161.6
1065,72.158.91.134,YouTube,444.4
1066,72.158.91.134,WhatsApp,205.3
1067,72.158.91.134,WeChat,130.6
1068,89.97.153.241,QQ,63.8
1069,89.97.153.241,LinkedIn,193.2
1070,240.3.75.0,Instagram,195.0
1071,240.3.75.0,Facebook,182.4
1072,240.3.75.0,LinkedIn,162.0
1073,240.3.75.0,Facebook Messenger,176.0
1074,240.3.75.0,WeChat,128.5
1075,52.222.208.226,TikTok,343.0
1076,52.222.208.226,Facebook Messenger,142.5
1077,52.222.208.226,WhatsApp,363.9
1078,52.222.208.226,WeChat,106.0
1079,52.222.208.226,Pinterest,97.3
1080,52.222.208.226,LinkedIn,169.7
1081,52.222.208.226,Instagram,291.3
1082,235.236.5.195,Facebook Messenger,137.3
1083,235.236.5.195,Snapchat,285.0
1084,235.236.5.195,X,182.0
1085,100.239.183.110,WhatsApp,167.8
1086,100.239.183.110,Instagram,235.3
1087,100.239.183.110,Snapchat,229.3
1088,100.239.183.110,TikTok,280.7
1089,38.85.206.51,Pinterest,110.6
1090,38.85.206.51,Instagram,406.1
1091,38.85.206.51,Snapchat,332.2
1092,38.85.206.51,TikTok,329.3
1093,38.85.206.51,Twitch,44.8
1094,38.85.206.51,QQ,43.4
1095,38.85.206.51,WeChat,50.7
1096,197.173.166.236,Facebook Messenger,139.0
1097,197.173.166.236,TikTok,376.7
1098,197.173.166.236,Facebook,139.9
1099,197.173.166.236,Instagram,334.0
1100,189.77.211.57,Pinterest,162.6
1101,189.77.211.57,QQ,54.8
1102,189.77.211.57,Twitch,77.6
1103,189.77.211.57,TikTok,331.6
1104,189.77.211.57,Facebook Messenger,198.1
1105,189.77.211.57,WeChat,73.5
1106,189.77.211.57,Snapchat,200.9
1107,194.225.104.227,Instagram,394.7
1108,194.225.104.227,Pinterest,90.3
1109,194.225.104.227,Facebook,183.7
1110,194.225.104.227,Snapchat,328.3
1111,194.225.104.227,LinkedIn,104.4
1112,194.225.104.227,Twitch,134.7
1113,194.225.104.227,TikTok,280.8
1114,194.225.104.227,YouTube,498.5
1115,153.205.251.9,TikTok,410.2
1116,153.205.251.9,X,131.8
1117,153.205.251.9,Facebook Messenger,218.4
1118,153.205.251.9,Instagram,332.2
1119,153.205.251.9,Facebook,118.8
1120,153.205.251.9,WhatsApp,313.1
1121,153.205.251.9,QQ,43.5
1122,153.205.251.9,LinkedIn,159.2
1123,175.203.187.145,QQ,48.6
1124,175.203.187.145,YouTube,437.3
1125,175.203.187.145,X,166.3
1126,175.203.187.145,TikTok,349.0
1127,243.158.7.202,WeChat,65.2
1128,80.255.177.120,Snapchat,358.9
1129,80.255.177.120,TikTok,360.7
1130,80.255.177.120,X,126.0
1131,80.255.177.120,Pinterest,129.7
1132,169.185.188.174,WeChat,125.9
1133,169.185.188.174,Pinterest,53.8
1134,169.185.188.174,WhatsApp,284.8
1135,169.185.188.174,Snapchat,276.0
1136,169.185.188.174,Twitch,33.1
1137,58.72.203.233,Twitch,52.4
1138,58.72.203.233,Snapchat,159.3
1139,58.72.203.233,Facebook Messenger,163.4
1140,58.72.203.233,Facebook,158.5
1141,162.155.151.135,Snapchat,209.3
1142,162.155.151.135,X,103.4
1143,162.155.151.135,TikTok,300.0
1144,162.155.151.135,Pinterest,41.1
1145,162.155.151.135,YouTube,466.0
1146,92.188.7.16,WhatsApp,193.5
1147,237.169.146.11,Snapchat,330.2
1148,237.169.146.11,Facebook,102.2
1149,237.169.146.11,QQ,38.1
1150,237.169.146.11,WhatsApp,266.3
1151,237.169.146.11,TikTok,314.2
1152,237.169.146.11,Instagram,320.4
1153,248.134.247.191,Pinterest,101.0
1154,248.134.247.191,WeChat,147.7
1155,248.134.247.191,Facebook Messenger,154.3
1156,248.134.247.191,WhatsApp,218.7
1157,248.134.247.191,Facebook,136.0
1158,248.134.247.191,X,148.6
1159,248.134.247.191,YouTube,477.9
1160,219.49.232.216,Facebook Messenger,109.9
1161,219.49.232.216,QQ,31.9
1162,159.243.4.188,WhatsApp,442.3
1163,159.243.4.188,LinkedIn,194.6
1164,159.243.4.188,X,73.2
1165,159.243.4.188,Facebook Messenger,142.9
1166,254.201.218.19,TikTok,469.3
1167,254.201.218.19,Pinterest,95.5
1168,254.201.218.19,WhatsApp,275.8
1169,254.201.218.19,Twitch,120.5
1170,254.201.218.19,WeChat,56.8
1171,254.201.218.19,QQ,57.8
1172,254.201.218.19,YouTube,551.3
1173,205.45.75.34,Snapchat,278.1
1174,205.45.75.34,TikTok,384.2
1175,205.45.75.34,WeChat,114.1
1176,205.45.75.34,Facebook Messenger,112.0
1177,189.59.210.209,Twitch,88.4
1178,189.59.210.209,X,189.6
1179,189.59.210.209,TikTok,358.4
1180,216.5.80.91,LinkedIn,139.3
1181,216.5.80.91,Twitch,99.9
1182,129.83.8.131,Snapchat,122.5
1183,129.83.8.131,Facebook,149.3
1184,62.208.7.189,Facebook,163.0
1185,62.208.7.189,QQ,40.4
1186,62.208.7.189,Facebook Messenger,172.4
1187,62.208.7.189,Twitch,103.3
1188,62.208.7.189,WhatsApp,260.0
1189,62.208.7.189,Instagram,286.9
1190,62.208.7.189,YouTube,648.6
1191,62.208.7.189,Pinterest,55.1
1192,45.175.45.131,TikTok,255.6
1193,45.175.45.131,LinkedIn,196.7
1194,45.175.45.131,Pinterest,78.9
1195,45.175.45.131,QQ,34.1
1196,42.37.204.32,Twitch,101.2
1197,42.37.204.32,WhatsApp,326.9
1198,42.37.204.32,QQ,34.9
1199,42.37.204.32,Snapchat,244.2
1200,42.37.204.32,Facebook,187.4
1201,42.37.204.32,TikTok,286.0
1202,42.37.204.32,WeChat,55.1
1203,81.214.91.166,WhatsApp,201.2
1204,81.214.91.166,LinkedIn,111.3
1205,81.214.91.166,Instagram,247.0
1206,81.214.91.166,Twitch,77.8
1207,81.214.91.166,TikTok,401.6
1208,81.214.91.166,X,143.0
1209,28.66.152.188,QQ,53.8
1210,28.66.152.188,LinkedIn,160.0
1211,28.66.152.188,X,110.3
1212,28.66.152.188,WhatsApp,207.8
1213,28.66.152.188,Pinterest,40.7
1214,28.66.152.188,Instagram,319.8
1215,28.66.152.188,Facebook,174.7
1216,28.66.152.188,YouTube,769.7
1217,56.14.106.32,Snapchat,265.4
1218,56.14.106.32,TikTok,334.4
1219,56.14.106.32,WeChat,123.2
1220,56.14.106.32,Pinterest,124.3
1221,56.14.106.32,Instagram,413.9
1222,56.14.106.32,Twitch,115.6
1223,187.141.140.255,Facebook,174.3
1224,187.141.140.255,QQ,31.5
1225,187.141.140.255,WeChat,67.6
1226,187.141.140.255,Facebook Messenger,142.3
1227,136.210.21.158,Instagram,276.3
1228,136.210.21.158,WhatsApp,244.0
1229,136.126.141.250,TikTok,354.3
1230,151.147.66.122,LinkedIn,153.0
1231,151.147.66.122,Twitch,86.3
1232,151.147.66.122,X,140.7
1233,151.147.66.122,TikTok,433.9
1234,151.147.66.122,Snapchat,236.1
1235,151.147.66.122,YouTube,482.6
1236,151.147.66.122,Pinterest,92.9
1237,221.234.96.21,Facebook,140.9
1238,221.234.96.21,Snapchat,253.2
1239,221.234.96.21,QQ,57.3
1240,221.234.96.21,Pinterest,96.0
1241,221.234.96.21,Facebook Messenger,109.7
1242,221.234.96.21,Twitch,111.5
1243,221.234.96.21,WeChat,67.1
1244,4.151.225.121,Twitch,113.3
1245,4.151.225.121,WhatsApp,322.0
1246,4.151.225.121,X,155.8
1247,4.151.225.121,Facebook,152.2
1248,4.151.225.121,Pinterest,128.0
1249,4.151.225.121,WeChat,125.4
1250,4.151.225.121,LinkedIn,252.6
1251,221.126.161.213,Snapchat,108.3
1252,221.126.161.213,X,155.5
1253,221.126.161.213,WhatsApp,333.8
1254,113.52.163.122,Facebook Messenger,117.0
1255,113.52.163.122,WeChat,127.3
1256,113.52.163.122,WhatsApp,366.7
1257,113.52.163.122,X,119.2
1258,113.52.163.122,Twitch,65.1
1259,54.39.125.88,Snapchat,267.8
1260,132.180.247.226,YouTube,468.7
1261,132.180.247.226,X,159.9
1262,132.180.247.226,Instagram,276.7
1263,132.180.247.226,Snapchat,217.5
1264,132.180.247.226,Twitch,130.4
1265,132.180.247.226,WhatsApp,311.6
1266,132.180.247.226,Facebook Messenger,109.8
1267,80.61.251.221,YouTube,396.8
1268,80.61.251.221,Snapchat,154.8
1269,80.61.251.221,LinkedIn,174.4
1270,80.61.251.221,QQ,51.5
1271,121.58.179.23,Facebook,86.5
1272,121.58.179.23,LinkedIn,87.3
1273,121.58.179.23,Snapchat,336.5
1274,121.58.179.23,X,119.1
1275,121.58.179.23,QQ,80.1
1276,14.206.160.108,Snapchat,198.4
1277,14.206.160.108,QQ,39.0
1278,14.239.103.251,Facebook,153.3
1279,14.239.103.251,QQ,22.2
1280,14.239.103.251,LinkedIn,151.1
1281,14.239.103.251,YouTube,518.1
1282,42.96.121.141,WeChat,137.2
1283,42.96.121.141,LinkedIn,209.3
1284,42.96.121.141,Facebook Messenger,173.4
1285,42.96.121.141,Instagram,435.1
1286,42.96.121.141,X,115.9
1287,42.96.121.141,TikTok,235.5
1288,42.96.121.141,Twitch,151.8
1289,42.96.121.141,Snapchat,239.1
1290,246.138.123.69,WeChat,110.3
1291,246.138.123.69,TikTok,267.4
1292,166.138.112.59,Twitch,75.1
1293,166.138.112.59,TikTok,369.8
1294,188.175.61.50,LinkedIn,106.8
1295,188.175.61.50,TikTok,267.2
1296,188.175.61.50,Twitch,115.8
1297,188.175.61.50,Pinterest,127.2
1298,188.175.61.50,Facebook Messenger,114.7
1299,188.175.61.50,Facebook,121.4
1300,188.175.61.50,WeChat,122.6
1301,188.175.61.50,QQ,52.7
1302,97.252.152.197,Twitch,80.8
1303,97.252.152.197,Pinterest,76.0
1304,81.136.86.11,Pinterest,126.9
1305,216.20.216.106,Pinterest,84.9
1306,216.20.216.106,Facebook Messenger,114.2
1307,216.20.216.106,TikTok,263.8
1308,216.20.216.106,LinkedIn,134.3
1309,216.20.216.106,Instagram,231.4
1310,216.20.216.106,Facebook,172.2
1311,216.20.216.106,Twitch,98.4
1312,125.81.135.48,TikTok,317.8
1313,105.74.211.205,WeChat,93.6
1314,37.124.20.172,WeChat,101.3
1315,37.124.20.172,Snapchat,303.9
1316,133.134.209.127,QQ,41.1
1317,133.134.209.127,X,217.1
1318,133.134.209.127,Pinterest,137.2
1319,133.134.209.127,Instagram,332.0
1320,125.181.123.10,YouTube,370.2
1321,106.225.95.158,X,132.3
1322,144.226.107.252,Pinterest,91.5
1323,144.226.107.252,Facebook Messenger,138.9
1324,144.226.107.252,QQ,59.8
1325,105.161.138.241,QQ,48.1
1326,175.48.62.252,QQ,51.2
1327,175.48.62.252,YouTube,463.8
1328,175.48.62.252,Twitch,76.7
1329,101.170.170.24,WhatsApp,271.9
1330,101.170.170.24,Snapchat,269.1
1331,95.251.122.19,Facebook Messenger,162.3
1332,95.251.122.19,Facebook,151.8
1333,95.251.122.19,WeChat,91.9
1334,95.251.122.19,TikTok,264.2
1335,95.251.122.19,WhatsApp,298.1
1336,95.251.122.19,YouTube,585.7
1337,82.125.187.240,WeChat,134.6
1338,82.125.187.240,Twitch,84.2
1339,82.125.187.240,Pinterest,124.3
1340,82.125.187.240,YouTube,347.5
1341,188.190.55.112,WhatsApp,387.5
1342,188.190.55.112,LinkedIn,185.0
1343,188.190.55.112,TikTok,339.7
1344,188.190.55.112,WeChat,128.6
1345,188.190.55.112,YouTube,395.0
1346,77.154.139.103,TikTok,208.5
1347,77.154.139.103,QQ,52.6
1348,77.154.139.103,Twitch,72.5
1349,77.154.139.103,YouTube,648.5
1350,19.29.137.18,Pinterest,87.7
1351,19.29.137.18,Twitch,86.4
1352,19.29.137.18,Facebook,214.0
1353,19.29.137.18,LinkedIn,120.7
1354,19.29.137.18,TikTok,163.0
1355,19.29.137.18,WeChat,110.4
1356,19.29.137.18,Facebook Messenger,149.1
1357,19.29.137.18,WhatsApp,240.1
1358,252.202.6.16,QQ,46.7
1359,252.202.6.16,WeChat,53.0
1360,252.202.6.16,X,80.8
1361,64.94.23.190,TikTok,233.5
1362,64.94.23.190,WhatsApp,405.0
1363,64.94.23.190,Facebook Messenger,158.9
1364,64.94.23.190,QQ,55.6
1365,64.94.23.190,Facebook,125.9
1366,104.158.228.89,X,166.1
1367,16.167.24.40,Instagram,347.7
1368,16.167.24.40,Facebook,146.5
1369,16.167.24.40,Pinterest,80.6
1370,16.167.24.40,QQ,46.5
1371,16.167.24.40,WeChat,75.8
1372,16.167.24.40,Twitch,78.9
1373,207.199.85.52,WhatsApp,290.8
1374,207.199.85.52,YouTube,552.3
1375,207.199.85.52,Pinterest,82.9
1376,207.199.85.52,Facebook Messenger,129.9
1377,12.60.216.75,QQ,65.8
1378,12.60.216.75,Pinterest,86.2
